"id","mean","mode","lower","upper","variance"
"Intercept_Klebsiella",-2.41440301021832,-2.15,-3.23427643882143,-1.56471069357656,0.174044143396542
"Intercept_Kocuria",-2.33249093803307,-2.36,-3.49139335711422,-1.19772273841323,0.320589848357474
"Intercept_Moraxella",-2.41376401805066,-2.53,-3.56665217862331,-1.18300549457367,0.350094265950511
"Intercept_Morganella",-2.0769224156263,-1.84,-3.181659348859,-1.05598706843512,0.282261157607413
"Intercept_Mycobacterium",-2.43929073658264,-2.36,-3.4562095172453,-1.25363418570685,0.291371246909952
"Intercept_Neisseria",-2.31943968949865,-2.13,-3.40561382220785,-1.22998176880817,0.289981670720796
"Intercept_Proteus",-2.2210636221433,-2.29,-3.19268361154403,-1.24135422249961,0.240002072503413
"Intercept_Providencia",-1.99531201851247,-2.08,-3.08941366987964,-0.57232775511699,0.403129196980897
"Intercept_Pseudomonas",-1.48545316946139,-1.4,-2.50386573632247,-0.401323442944484,0.293954444294363
"Intercept_Salmonella",-2.07924774319823,-2.46,-3.30180354503819,-0.780160525826014,0.405866395766029
"Intercept_Salmonella",-2.07924774319823,-2.39,-3.30180354503819,-0.780160525826014,0.405866395766029
"Intercept_Salmonella",-2.07924774319823,-2.19,-3.30180354503819,-0.780160525826014,0.405866395766029
"Intercept_Salmonella",-2.07924774319823,-2.06,-3.30180354503819,-0.780160525826014,0.405866395766029
"Intercept_Salmonella",-2.07924774319823,-1.95,-3.30180354503819,-0.780160525826014,0.405866395766029
"Intercept_Shigella",-2.18295682419024,-2.23,-3.31052520496945,-1.07195750025872,0.308764673141405
"Intercept_Shigella",-2.18295682419024,-2.18,-3.31052520496945,-1.07195750025872,0.308764673141405
"Intercept_Staphylococcus",-2.74972120845674,-2.63,-3.67501268534487,-1.92481971326844,0.209820191260965
"Intercept_Stenotrophomonas",-1.42308910426459,-1.45,-2.66017859005013,-0.127100386634542,0.453403248806628
"Intercept_Streptococcus",-2.51810487324073,-2.51,-3.33333122459009,-1.73118613467214,0.16817850545375
"Intercept_Streptococcus",-2.51810487324073,-2.39,-3.33333122459009,-1.73118613467214,0.16817850545375
"Linear_Acinetobacter",5.79243308383755,5.93,3.29264142682275,8.18480944585115,1.51827590978084
"Linear_Aerococcus",1.95776198006624,1.37,-3.70466562132006,7.63001138723447,8.11964712276664
"Linear_Campylobacter",0.233713715557102,0.29,-3.81888923265564,4.25381532733754,4.09772786599538
"Linear_Campylobacter",0.233713715557102,0.98,-3.81888923265564,4.25381532733754,4.09772786599538
"Linear_Citrobacter",2.54039259769235,2.04,-1.07808248678357,6.41339791151193,3.62010170337951
"Linear_Clostridium",2.74921910949686,3.3,0.488391910434841,5.13080625815688,1.43191829591121
"Linear_Cutibacterium",4.48266234197926,3.49,-0.0545342600238448,9.290640779888,5.86023735944338
"Linear_Cutibacterium",4.48266234197926,5.06,-0.0545342600238448,9.290640779888,5.86023735944338
"Linear_Enterobacter",1.59267353561198,1.66,-0.814742754498258,4.06989399787675,1.50955609792789
"Linear_Enterococcus",4.60623946032931,4.94,2.24744725299671,7.24687943806477,1.63118225602852
"Linear_Escherichia",1.09677422509883,1.14,-0.524348127967532,2.75409447041333,0.687731421259872
"Linear_Haemophilus",-0.163074045871804,-0.67,-2.5799440864445,2.36150543832474,1.60335520865795
"Linear_Helicobacter",1.33308094131593,1.33,-1.00230124061263,3.48428378246381,1.32090395735635
"Linear_Helicobacter",1.33308094131593,1.96,-1.00230124061263,3.48428378246381,1.32090395735635
"Linear_Klebsiella",2.41355641843714,2.52,0.504180878430701,4.33005430283295,0.945261043773984
"Linear_Kocuria",-0.315229645936889,-0.28,-5.68262547758192,4.49201123464214,6.61019899346048
"Linear_Kocuria",-0.315229645936889,-0.06,-5.68262547758192,4.49201123464214,6.61019899346048
"Linear_Moraxella",-1.41789696495409,-2.18,-5.70899229503105,2.28832577358457,4.15991797836023
"Linear_Morganella",6.04332887853166,4.5,2.41187742825069,10.078685585112,3.78731353486777
"Linear_Morganella",6.04332887853166,5.13,2.41187742825069,10.078685585112,3.78731353486777
"Linear_Morganella",6.04332887853166,6.8,2.41187742825069,10.078685585112,3.78731353486777
"Linear_Mycobacterium",0.170619079639871,-0.29,-2.40278005936481,2.90310716000997,1.87477394727608
"Linear_Mycobacterium",0.170619079639871,-0.28,-2.40278005936481,2.90310716000997,1.87477394727608
"Linear_Mycobacterium",0.170619079639871,0.64,-2.40278005936481,2.90310716000997,1.87477394727608
"Linear_Neisseria",4.06548667583457,4.31,0.730405748415088,7.99225309534879,3.45111595168473
"Linear_Proteus",1.7113894741392,1.06,-1.54464052307268,4.58430353713796,2.50653934351401
"Linear_Proteus",1.7113894741392,1.61,-1.54464052307268,4.58430353713796,2.50653934351401
"Linear_Proteus",1.7113894741392,2.01,-1.54464052307268,4.58430353713796,2.50653934351401
"Linear_Providencia",-1.32965763151274,-0.4,-6.37056099496039,3.48033282378794,6.67135432026153
"Linear_Providencia",-1.32965763151274,0,-6.37056099496039,3.48033282378794,6.67135432026153
"Linear_Pseudomonas",3.8956632344853,3.99,1.87464697987858,6.01910166292446,1.12036040146942
"Linear_Pseudomonas",3.8956632344853,4.11,1.87464697987858,6.01910166292446,1.12036040146942
"Linear_Pseudomonas",3.8956632344853,4.25,1.87464697987858,6.01910166292446,1.12036040146942
"Linear_Salmonella",-0.550009460450211,0.67,-3.99611790302344,2.93108851206873,3.18698120652724
"Linear_Shigella",3.00246060297235,3.41,0.0353398515837597,5.77536290685861,2.16790459504522
"Linear_Staphylococcus",2.86475626646554,2.91,0.779327640847799,4.65266108678883,0.971823173321967
"Linear_Stenotrophomonas",2.47063373357033,2.37,-0.656772568732861,5.42787643658854,2.48267133572337
"Linear_Streptococcus",-1.01024049895856,-1.4,-2.68350399880799,0.83123740666637,0.785372670775228
"Linear_Streptococcus",-1.01024049895856,-0.55,-2.68350399880799,0.83123740666637,0.785372670775228
"Quadratic_Acinetobacter",-3.81700401208714,-4.18,-5.97001136336985,-1.59165682918744,1.26757965295515
"Quadratic_Aerococcus",-1.1600962267122,-1.9,-6.79922685232088,4.80177592716606,8.52252314834092
"Quadratic_Campylobacter",0.125905147910978,-0.34,-4.7399980990262,5.22183397738253,6.23266754682306
"Quadratic_Campylobacter",0.125905147910978,-0.03,-4.7399980990262,5.22183397738253,6.23266754682306
"Quadratic_Citrobacter",-1.40116922475528,-2.36,-6.28039582324789,3.15003839961292,5.67080298078055
"Quadratic_Citrobacter",-1.40116922475528,-1.94,-6.28039582324789,3.15003839961292,5.67080298078055
"Quadratic_Citrobacter",-1.40116922475528,-1.78,-6.28039582324789,3.15003839961292,5.67080298078055
"Quadratic_Citrobacter",-1.40116922475528,-1.74,-6.28039582324789,3.15003839961292,5.67080298078055
"Quadratic_Citrobacter",-1.40116922475528,-1.09,-6.28039582324789,3.15003839961292,5.67080298078055
"Quadratic_Clostridium",-2.52306244323485,-2.11,-4.63787017253247,-0.39917236662551,1.17159437492461
"Quadratic_Cutibacterium",-2.712432646692,-3.75,-8.23351197924007,2.87347173609819,7.79305872555181
"Quadratic_Enterobacter",-1.37947078165607,-2.06,-4.35929772946662,1.54728979040551,2.24372318698821
"Quadratic_Enterococcus",-4.59573823421445,-3.63,-7.10525770850602,-2.12211331441989,1.61907338363952
"Quadratic_Escherichia",-0.318128212282641,-0.33,-1.64457989965334,1.08331326895884,0.475507882746757
"Quadratic_Haemophilus",0.866729376704288,0.9,-1.5044856609926,3.21907781334357,1.51231961177748
"Quadratic_Haemophilus",0.866729376704288,1.05,-1.5044856609926,3.21907781334357,1.51231961177748
"Quadratic_Helicobacter",-1.11741127714211,-1.28,-3.19332606257978,0.955623849855178,1.10756773880018
"Quadratic_Helicobacter",-1.11741127714211,-1.24,-3.19332606257978,0.955623849855178,1.10756773880018
"Quadratic_Helicobacter",-1.11741127714211,-1.04,-3.19332606257978,0.955623849855178,1.10756773880018
"Quadratic_Klebsiella",-1.63340051216941,-1.68,-3.31231023029673,0.0513332361725414,0.756511441679762
"Quadratic_Kocuria",0.555200301332034,0.14,-4.85964968679401,6.2273489313686,7.92936344579846
"Quadratic_Moraxella",1.76511823779422,0.52,-2.56654324361229,6.19909397898643,4.90140537075811
"Quadratic_Morganella",-4.37213290538544,-4.69,-8.81403994814947,0.127385689885029,5.14024163207254
"Quadratic_Morganella",-4.37213290538544,-3.66,-8.81403994814947,0.127385689885029,5.14024163207254
"Quadratic_Morganella",-4.37213290538544,-3.5,-8.81403994814947,0.127385689885029,5.14024163207254
"Quadratic_Morganella",-4.37213290538544,-3.48,-8.81403994814947,0.127385689885029,5.14024163207254
"Quadratic_Mycobacterium",-1.09875699908179,-1.58,-3.43103983545414,1.20991796205685,1.42681113724199
"Quadratic_Neisseria",-3.53874433451392,-2.78,-8.56535414942254,0.870504659390066,5.82793468860627
"Quadratic_Proteus",0.460350054781469,-0.73,-2.49468144537923,3.85347921517393,2.67440664059878
"Quadratic_Proteus",0.460350054781469,0.26,-2.49468144537923,3.85347921517393,2.67440664059878
"Quadratic_Providencia",3.46677028112792,0.66,-1.8548807044759,10.1842467982099,10.0750480504245
"Quadratic_Pseudomonas",-3.98348199307268,-3.71,-5.68705661322955,-2.21396297830106,0.805862397502748
"Quadratic_Salmonella",0.910435647636876,0.19,-3.53436807907536,5.55375568535446,5.318370129305
"Quadratic_Salmonella",0.910435647636876,0.94,-3.53436807907536,5.55375568535446,5.318370129305
"Quadratic_Shigella",-2.1430395661704,-2.22,-5.02279783654876,0.84472500845943,2.32926299619861
"Quadratic_Staphylococcus",-1.80036803597295,-1.84,-3.49943419835667,-0.134618793315496,0.744681898546682
"Quadratic_Stenotrophomonas",-0.584588964121123,-0.36,-3.30884642246172,2.22183861253234,2.03575128463619
"Quadratic_Streptococcus",1.61683788820703,1.66,0.0378491348343475,3.05910607062154,0.602985357192867
"Intercept_Aminoglycosides:Acinetobacter",-2.49548576622359,-2.54,-3.26376118654991,-1.73087719079205,0.155631730213462
"Intercept_Aminoglycosides:Aerococcus",-1.91299610367114,-1.71,-3.81672810311597,0.050145740915438,0.975311534228158
"Intercept_Aminoglycosides:Citrobacter",-2.38796619583151,-1.97,-3.96573482050189,-0.740215989377546,0.685870207251362
"Intercept_Aminoglycosides:Enterobacter",-2.95436220924931,-2.58,-4.7593357046223,-1.24064759947286,0.81984524514856
"Intercept_Aminoglycosides:Enterococcus",-5.03584865252712,-5.04,-7.12268329793727,-2.85921014275348,1.16700747850832
"Intercept_Aminoglycosides:Escherichia",-2.03875337989994,-2.41,-3.67807368538555,-0.317150979769607,0.730888674340504
"Intercept_Aminoglycosides:Haemophilus",-3.97555448426564,-3.71,-6.5857708758736,-1.39145008256096,1.7829489327292
"Intercept_Aminoglycosides:Klebsiella",-1.59033662569318,-1.92,-4.38737268346772,1.1241676115498,1.99497166339839
"Intercept_Aminoglycosides:Kocuria",-2.3708126367131,-3.4,-5.28570828679674,0.313371271838339,1.98493956791136
"Intercept_Aminoglycosides:Moraxella",-1.73109125664442,-2.36,-4.4965749755168,1.3210031802049,2.22343479872889
"Intercept_Aminoglycosides:Morganella",-2.34528519810858,-2.59,-5.05382299484568,0.446201685818192,1.95849328854669
"Intercept_Aminoglycosides:Mycobacterium",-2.87837008410819,-2.82,-5.68042224389937,-0.114073767409403,2.03242791293783
"Intercept_Aminoglycosides:Proteus",-2.61525281460123,-2.6,-5.24242787658891,0.250848220499403,1.94694691759938
"Intercept_Aminoglycosides:Providencia",-2.82565473580052,-2.93,-5.20256686135509,-0.388727732701058,1.53662959700205
"Intercept_Aminoglycosides:Providencia",-2.82565473580052,-2.39,-5.20256686135509,-0.388727732701058,1.53662959700205
"Intercept_Aminoglycosides:Pseudomonas",-0.0574660657206502,-0.5,-2.10476622419724,2.20601347770053,1.19296876971396
"Intercept_Aminoglycosides:Staphylococcus",-3.69409154114186,-4.23,-5.54286053635287,-1.70750145593222,0.981183515674449
"Intercept_Aminoglycosides:Staphylococcus",-3.69409154114186,-3.66,-5.54286053635287,-1.70750145593222,0.981183515674449
"Intercept_Aminoglycosides:Streptococcus",-3.67352019446344,-3.73,-6.22090357984255,-1.03856335939533,1.74946318320446
"Intercept_Amphenicols:Clostridium",-1.86494365881827,-2.3,-3.82318176102971,0.153240005030179,1.07865668365985
"Intercept_Amphenicols:Enterobacter",-2.7808358026668,-2.83,-5.4502539093987,-0.174620273359373,1.85730381609467
"Intercept_Amphenicols:Enterococcus",-1.32411404524848,-1.09,-3.3633169228729,0.774068629930331,1.16158113586938
"Intercept_Amphenicols:Escherichia",-3.30570112674594,-3.56,-5.24801077273561,-1.13729510819073,1.10969555748632
"Intercept_Amphenicols:Escherichia",-3.30570112674594,-2.95,-5.24801077273561,-1.13729510819073,1.10969555748632
"Intercept_Amphenicols:Klebsiella",-3.07152234455554,-2.82,-5.75599878008997,-0.547556113334827,1.80936900250066
"Intercept_Amphenicols:Morganella",-1.675280357462,-1.78,-4.3795723395189,1.0009481438474,1.94144439516402
"Intercept_Amphenicols:Proteus",-2.791168521493,-2.35,-4.92113081446178,-0.56237188345128,1.26686497529538
"Intercept_Amphenicols:Providencia",-2.65177392784886,-2.72,-5.06849982088826,-0.0284868050005493,1.6482199974014
"Intercept_Amphenicols:Salmonella",-2.50981773206116,-3.01,-5.03127838387753,-0.0819278136458852,1.59926304573281
"Intercept_Amphenicols:Salmonella",-2.50981773206116,-2.79,-5.03127838387753,-0.0819278136458852,1.59926304573281
"Intercept_Amphenicols:Salmonella",-2.50981773206116,-2.18,-5.03127838387753,-0.0819278136458852,1.59926304573281
"Intercept_Amphenicols:Stenotrophomonas",-1.72376065592403,-1.25,-4.46784634365551,0.71458867767651,1.68340152486848
"Intercept_Amphenicols:Streptococcus",-0.455787282229907,-0.38,-2.75065668887954,1.87656866278517,1.445174532338
"Intercept_Antimycobacterials:Clostridium",-0.909741444712897,-0.9,-2.8777547729162,1.05271921825962,1.03008653831852
"Intercept_Antimycobacterials:Helicobacter",-3.72206581687326,-3.92,-6.24328984868735,-1.35506333271705,1.54273065033795
"Intercept_Antimycobacterials:Mycobacterium",-2.28538896844322,-2.56,-5.02085229754525,0.190945769599989,1.80730138207409
"Intercept_Antimycobacterials:Pseudomonas",-1.23588119200453,-1.4,-3.56188146575843,1.3439953092877,1.54096882575471
"Intercept_Antimycobacterials:Pseudomonas",-1.23588119200453,-1.09,-3.56188146575843,1.3439953092877,1.54096882575471
"Intercept_Antimycobacterials:Staphylococcus",-3.75339399492997,-4.53,-6.31079943568326,-1.25832146458612,1.71977041029968
"Intercept_Antimycobacterials:Streptococcus",-2.52166006229535,-2.2,-4.17009972448531,-0.785282146437464,0.764979388272339
"Intercept_Carbapenems:Acinetobacter",-2.91672765219828,-3.14,-5.58387559225368,-0.370840220647373,1.77508964704552
"Intercept_Carbapenems:Acinetobacter",-2.91672765219828,-2.48,-5.58387559225368,-0.370840220647373,1.77508964704552
"Intercept_Carbapenems:Citrobacter",-4.57861795860758,-4.75,-6.4180892395005,-2.86004993982934,0.838049908253052
"Intercept_Carbapenems:Clostridium",-1.50738470138918,-1.34,-3.13255205914592,0.161718541366091,0.716300171942813
"Intercept_Carbapenems:Enterobacter",-1.2936210882937,-1.33,-3.37501910525353,0.65863522433766,1.05526142318852
"Intercept_Carbapenems:Escherichia",-2.7969317557053,-3.56,-5.50264115547866,-0.414015475639311,1.72153754726613
"Intercept_Carbapenems:Klebsiella",-1.49487863613707,-1.29,-3.18494708789105,0.315856540623968,0.810055234590915
"Intercept_Carbapenems:Morganella",-2.62656201655397,-2.97,-4.43523369392736,-0.847262150314302,0.856397118540111
"Intercept_Carbapenems:Proteus",-1.6180903587239,-1.95,-3.85737773899566,0.557172858019809,1.26630334297137
"Intercept_Carbapenems:Pseudomonas",-1.41359581106735,-1.17,-3.9639391495441,1.27346765332475,1.76680795560025
"Intercept_Carbapenems:Staphylococcus",-2.36278032515505,-2.9,-4.44164876966503,-0.411443529992042,1.0587095240975
"Intercept_Carbapenems:Stenotrophomonas",-1.05691466266469,-1.54,-3.56683953019144,1.43348143280781,1.60733016562491
"Intercept_Carbapenems:Streptococcus",-2.6281571808942,-2.85,-4.94207338389644,-0.180621842083369,1.48924266796069
"Intercept_Carbapenems:Streptococcus",-2.6281571808942,-2.11,-4.94207338389644,-0.180621842083369,1.48924266796069
"Intercept_Cephalosporins:Acinetobacter",-1.67177010504686,-1.84,-3.3622573568033,0.162483205796909,0.827027481724131
"Intercept_Cephalosporins:Citrobacter",-4.08318164359805,-4.58,-6.11702018509204,-1.78946603127248,1.17711437418948
"Intercept_Cephalosporins:Enterobacter",-1.60713834123939,-0.94,-3.46333607347837,0.301210242949664,0.910302688044424
"Intercept_Cephalosporins:Enterococcus",-0.0603155862888197,0.43,-1.44566779014578,1.26939054921031,0.490138968261758
"Intercept_Cephalosporins:Escherichia",-2.09324484562219,-2.14,-4.15689029593367,-0.0338219723799353,1.10847183604822
"Intercept_Cephalosporins:Haemophilus",-3.035666870019,-3.15,-4.57609119599105,-1.62893058680464,0.547057549420587
"Intercept_Cephalosporins:Klebsiella",-2.3468325243437,-2.99,-4.15334167735709,-0.446043036147603,0.892535990473014
"Intercept_Cephalosporins:Moraxella",-4.23705405632557,-4.03,-6.08321651433131,-2.60615555203538,0.766237528642147
"Intercept_Cephalosporins:Morganella",-2.10413527966207,-2.04,-3.25423772770608,-0.808910018786959,0.382048652901068
"Intercept_Cephalosporins:Neisseria",-2.10616033786371,-2.42,-4.07886192189704,-0.230737414924675,0.977176582136309
"Intercept_Cephalosporins:Neisseria",-2.10616033786371,-2.09,-4.07886192189704,-0.230737414924675,0.977176582136309
"Intercept_Cephalosporins:Neisseria",-2.10616033786371,-2.05,-4.07886192189704,-0.230737414924675,0.977176582136309
"Intercept_Cephalosporins:Neisseria",-2.10616033786371,-2.01,-4.07886192189704,-0.230737414924675,0.977176582136309
"Intercept_Cephalosporins:Neisseria",-2.10616033786371,-1.94,-4.07886192189704,-0.230737414924675,0.977176582136309
"Intercept_Cephalosporins:Proteus",-3.86077488431501,-3.43,-5.67701722034081,-2.09401962579484,0.8246165113179
"Intercept_Cephalosporins:Providencia",-3.23493446067887,-3.05,-5.16560958676843,-1.0589816605744,1.09242205948565
"Intercept_Cephalosporins:Pseudomonas",-0.408933806068028,-0.47,-1.95892429119791,1.20907239096531,0.67891457852435
"Intercept_Cephalosporins:Staphylococcus",-2.07754187514083,-2.13,-3.55669774136189,-0.633558863998948,0.553922756941667
"Intercept_Cephalosporins:Stenotrophomonas",0.14868922935601,-0.05,-1.63978104567951,1.89175949977602,0.852921248806877
"Intercept_Cephalosporins:Streptococcus",-1.01277488346649,-1.43,-2.55488544596053,0.539274237724424,0.614442632396605
"Intercept_Glycopeptides:Aerococcus",-2.53701687419655,-2.57,-5.34740529150694,0.145358501576313,1.97096767424871
"Intercept_Glycopeptides:Enterococcus",-2.72135495577194,-2.56,-4.63298804756524,-0.720003496155571,1.02602221467734
"Intercept_Glycopeptides:Enterococcus",-2.72135495577194,-2.45,-4.63298804756524,-0.720003496155571,1.02602221467734
